,STATION,DATE,ENTRIES,EXITS
7613,YORK ST,03/17/2021,1477,644
7614,YORK ST,03/18/2021,1285,575
7615,YORK ST,03/19/2021,1742,1915
7616,YORK ST,03/06/2021,0,0
7617,YORK ST,03/07/2021,0,0
7618,YORK ST,03/08/2021,1288,539
7619,YORK ST,03/09/2021,1417,716
7620,YORK ST,03/10/2021,1443,661
7621,YORK ST,03/11/2021,1471,703
7622,YORK ST,03/12/2021,1531,783
7623,YORK ST,02/27/2021,0,0
7624,YORK ST,02/28/2021,0,0
7625,YORK ST,03/01/2021,1312,548
7626,YORK ST,03/02/2021,1334,561
7627,YORK ST,03/03/2021,1488,687
7628,YORK ST,03/04/2021,1501,636
7629,YORK ST,03/05/2021,1478,627
7630,BERGEN ST,03/27/2021,2494,3192
7631,BERGEN ST,03/28/2021,1437,2086
7632,BERGEN ST,03/29/2021,3061,3839
7633,BERGEN ST,03/30/2021,3406,4237
7634,BERGEN ST,03/31/2021,3175,4056
7635,BERGEN ST,04/01/2021,3475,4209
7636,BERGEN ST,04/02/2021,3297,4273
7637,BERGEN ST,03/20/2021,2259,2568
7638,BERGEN ST,03/21/2021,1761,2093
7639,BERGEN ST,03/22/2021,3356,3559
7640,BERGEN ST,03/23/2021,3569,3638
7641,BERGEN ST,03/24/2021,3634,4364
7642,BERGEN ST,03/25/2021,3798,4453
7643,BERGEN ST,03/26/2021,3752,4727
7644,BERGEN ST,03/13/2021,2335,3199
7645,BERGEN ST,03/14/2021,1763,2603
7646,BERGEN ST,03/15/2021,3428,4150
7647,BERGEN ST,03/16/2021,3553,4371
7648,BERGEN ST,03/17/2021,3631,4493
7649,BERGEN ST,03/18/2021,3673,4501
7650,BERGEN ST,03/19/2021,3736,4432
7651,BERGEN ST,03/06/2021,2303,3236
7652,BERGEN ST,03/07/2021,1686,2578
7653,BERGEN ST,03/08/2021,3372,4031
7654,BERGEN ST,03/09/2021,3755,4437
7655,BERGEN ST,03/10/2021,3615,4283
7656,BERGEN ST,03/11/2021,3697,4581
7657,BERGEN ST,03/12/2021,3729,4677
7658,BERGEN ST,02/27/2021,2133,2955
7659,BERGEN ST,02/28/2021,1542,2306
7660,BERGEN ST,03/01/2021,3351,4042
7661,BERGEN ST,03/02/2021,3389,4262
7662,BERGEN ST,03/03/2021,3494,3892
7663,BERGEN ST,03/04/2021,3559,4347
7664,BERGEN ST,03/05/2021,3601,4682
7665,CARROLL ST,03/27/2021,1643,1246
7666,CARROLL ST,03/28/2021,951,805
7667,CARROLL ST,03/29/2021,2242,1720
7668,CARROLL ST,03/30/2021,2526,1876
7669,CARROLL ST,03/31/2021,2600,1930
7670,CARROLL ST,04/01/2021,2419,1794
7671,CARROLL ST,04/02/2021,2318,1829
7672,CARROLL ST,03/20/2021,1665,1360
7673,CARROLL ST,03/21/2021,1258,1215
7674,CARROLL ST,03/22/2021,2601,1929
7675,CARROLL ST,03/23/2021,2861,2131
7676,CARROLL ST,03/24/2021,2708,2032
7677,CARROLL ST,03/25/2021,2909,2182
7678,CARROLL ST,03/26/2021,2721,2110
7679,CARROLL ST,03/13/2021,1819,1499
7680,CARROLL ST,03/14/2021,1123,1012
7681,CARROLL ST,03/15/2021,2642,2013
7682,CARROLL ST,03/16/2021,2844,2177
7683,CARROLL ST,03/17/2021,2854,2144
7684,CARROLL ST,03/18/2021,2783,2041
7685,CARROLL ST,03/19/2021,2826,2175
7686,CARROLL ST,03/06/2021,1632,1428
7687,CARROLL ST,03/07/2021,1267,1156
7688,CARROLL ST,03/08/2021,2718,1995
7689,CARROLL ST,03/09/2021,3132,2284
7690,CARROLL ST,03/10/2021,3011,2247
7691,CARROLL ST,03/11/2021,3211,2349
7692,CARROLL ST,03/12/2021,3107,2391
7693,CARROLL ST,02/27/2021,1577,1373
7694,CARROLL ST,02/28/2021,1168,1080
7695,CARROLL ST,03/01/2021,2687,2116
7696,CARROLL ST,03/02/2021,2971,2152
7697,CARROLL ST,03/03/2021,3059,2188
7698,CARROLL ST,03/04/2021,3046,2212
7699,CARROLL ST,03/05/2021,2941,2258
7700,SMITH-9 ST,03/27/2021,1546,1639
7701,SMITH-9 ST,03/28/2021,1175,1068
7702,SMITH-9 ST,03/29/2021,2007,2550
7703,SMITH-9 ST,03/30/2021,1334,1160
7704,SMITH-9 ST,03/31/2021,1360,1201
7705,SMITH-9 ST,04/01/2021,1977,2495
7706,SMITH-9 ST,04/02/2021,1906,2337
7707,SMITH-9 ST,03/20/2021,1472,1689
7708,SMITH-9 ST,03/21/2021,1271,1295
7709,SMITH-9 ST,03/22/2021,2022,2527
7710,SMITH-9 ST,03/23/2021,1374,1258
7711,SMITH-9 ST,03/24/2021,1321,1207
7712,SMITH-9 ST,03/25/2021,1371,1277
7713,SMITH-9 ST,03/26/2021,1339,1211
7714,SMITH-9 ST,03/13/2021,1546,1789
7715,SMITH-9 ST,03/14/2021,1238,1155
7716,SMITH-9 ST,03/15/2021,2014,2507
7717,SMITH-9 ST,03/16/2021,1312,1199
7718,SMITH-9 ST,03/17/2021,2159,2562
7719,SMITH-9 ST,03/18/2021,1308,1156
7720,SMITH-9 ST,03/19/2021,1379,1254
7721,SMITH-9 ST,03/06/2021,1444,1767
7722,SMITH-9 ST,03/07/2021,1261,1248
7723,SMITH-9 ST,03/08/2021,2039,2542
7724,SMITH-9 ST,03/09/2021,2145,2614
7725,SMITH-9 ST,03/10/2021,1422,1280
7726,SMITH-9 ST,03/11/2021,1389,1293
7727,SMITH-9 ST,03/12/2021,1385,1345
7728,SMITH-9 ST,02/27/2021,1482,1773
7729,SMITH-9 ST,02/28/2021,1217,1276
7730,SMITH-9 ST,03/01/2021,2084,2577
7731,SMITH-9 ST,03/02/2021,2027,2566
7732,SMITH-9 ST,03/03/2021,2133,2606
7733,SMITH-9 ST,03/04/2021,2081,2597
7734,SMITH-9 ST,03/05/2021,2050,2656
7735,4 AV-9 ST,03/27/2021,592,1151
7736,4 AV-9 ST,03/28/2021,333,693
7737,4 AV-9 ST,03/29/2021,1133,1609
7738,4 AV-9 ST,03/30/2021,1129,1785
7739,4 AV-9 ST,03/31/2021,1129,1802
7740,4 AV-9 ST,04/01/2021,1113,1776
7741,4 AV-9 ST,04/02/2021,975,1635
7742,4 AV-9 ST,03/20/2021,730,1124
7743,4 AV-9 ST,03/21/2021,588,952
7744,4 AV-9 ST,03/22/2021,1214,1730
7745,4 AV-9 ST,03/23/2021,1252,1866
7746,4 AV-9 ST,03/24/2021,1181,1868
7747,4 AV-9 ST,03/25/2021,1261,1854
7748,4 AV-9 ST,03/26/2021,1207,1878
7749,4 AV-9 ST,03/13/2021,760,1192
7750,4 AV-9 ST,03/14/2021,471,851
7751,4 AV-9 ST,03/15/2021,1130,1688
7752,4 AV-9 ST,03/16/2021,1168,1807
7753,4 AV-9 ST,03/17/2021,1183,1850
7754,4 AV-9 ST,03/18/2021,1170,1776
7755,4 AV-9 ST,03/19/2021,1228,1832
7756,4 AV-9 ST,03/06/2021,691,1105
7757,4 AV-9 ST,03/07/2021,573,938
7758,4 AV-9 ST,03/08/2021,1221,1816
7759,4 AV-9 ST,03/09/2021,1307,2061
7760,4 AV-9 ST,03/10/2021,1245,1948
7761,4 AV-9 ST,03/11/2021,1293,2047
7762,4 AV-9 ST,03/12/2021,1294,2081
7763,4 AV-9 ST,02/27/2021,636,1057
7764,4 AV-9 ST,02/28/2021,536,888
7765,4 AV-9 ST,03/01/2021,1253,1848
7766,4 AV-9 ST,03/02/2021,1202,1947
7767,4 AV-9 ST,03/03/2021,1326,2127
7768,4 AV-9 ST,03/04/2021,1248,1934
7769,4 AV-9 ST,03/05/2021,1265,2026
7770,15 ST-PROSPECT,03/27/2021,843,1168
7771,15 ST-PROSPECT,03/28/2021,377,471
7772,15 ST-PROSPECT,03/29/2021,1367,1047
7773,15 ST-PROSPECT,03/30/2021,1614,1245
7774,15 ST-PROSPECT,03/31/2021,1359,1068
7775,15 ST-PROSPECT,04/01/2021,1390,1022
7776,15 ST-PROSPECT,04/02/2021,1322,1037
7777,15 ST-PROSPECT,03/20/2021,1025,923
7778,15 ST-PROSPECT,03/21/2021,866,801
7779,15 ST-PROSPECT,03/22/2021,1533,1182
7780,15 ST-PROSPECT,03/23/2021,1586,1240
7781,15 ST-PROSPECT,03/24/2021,1563,1182
7782,15 ST-PROSPECT,03/25/2021,1695,1296
7783,15 ST-PROSPECT,03/26/2021,1633,1273
7784,15 ST-PROSPECT,03/13/2021,1069,1021
7785,15 ST-PROSPECT,03/14/2021,399,364
7786,15 ST-PROSPECT,03/15/2021,1432,1078
7787,15 ST-PROSPECT,03/16/2021,1554,1146
7788,15 ST-PROSPECT,03/17/2021,1579,1244
7789,15 ST-PROSPECT,03/18/2021,1554,1115
7790,15 ST-PROSPECT,03/19/2021,1638,1175
7791,15 ST-PROSPECT,03/06/2021,924,788
7792,15 ST-PROSPECT,03/07/2021,775,704
7793,15 ST-PROSPECT,03/08/2021,1461,1102
7794,15 ST-PROSPECT,03/09/2021,1694,1372
7795,15 ST-PROSPECT,03/10/2021,1665,1379
7796,15 ST-PROSPECT,03/11/2021,1760,1463
7797,15 ST-PROSPECT,03/12/2021,1713,1359
7798,15 ST-PROSPECT,02/27/2021,836,727
7799,15 ST-PROSPECT,02/28/2021,661,604
7800,15 ST-PROSPECT,03/01/2021,1439,1179
7801,15 ST-PROSPECT,03/02/2021,1529,1160
7802,15 ST-PROSPECT,03/03/2021,1599,1195
7803,15 ST-PROSPECT,03/04/2021,1552,1185
7804,15 ST-PROSPECT,03/05/2021,1532,1244
7805,DITMAS AV,03/27/2021,661,423
7806,DITMAS AV,03/28/2021,510,363
7807,DITMAS AV,03/29/2021,1311,864
7808,DITMAS AV,03/30/2021,1707,1144
7809,DITMAS AV,03/31/2021,1476,1144
7810,DITMAS AV,04/01/2021,1504,947
7811,DITMAS AV,04/02/2021,1324,877
7812,DITMAS AV,03/20/2021,0,11
7813,DITMAS AV,03/21/2021,0,7
7814,DITMAS AV,03/22/2021,1871,1081
7815,DITMAS AV,03/23/2021,1803,1125
7816,DITMAS AV,03/24/2021,1755,1113
7817,DITMAS AV,03/25/2021,1714,1115
7818,DITMAS AV,03/26/2021,1628,994
7819,DITMAS AV,03/13/2021,2,20
7820,DITMAS AV,03/14/2021,0,9
7821,DITMAS AV,03/15/2021,1773,1067
7822,DITMAS AV,03/16/2021,1813,1109
7823,DITMAS AV,03/17/2021,1846,1155
7824,DITMAS AV,03/18/2021,1798,1110
7825,DITMAS AV,03/19/2021,1705,950
7826,DITMAS AV,03/06/2021,0,11
7827,DITMAS AV,03/07/2021,0,12
7828,DITMAS AV,03/08/2021,1723,1103
7829,DITMAS AV,03/09/2021,1776,1105
7830,DITMAS AV,03/10/2021,1837,1114
7831,DITMAS AV,03/11/2021,1780,1062
7832,DITMAS AV,03/12/2021,1711,1036
7833,DITMAS AV,02/27/2021,466,319
7834,DITMAS AV,02/28/2021,541,382
7835,DITMAS AV,03/01/2021,1677,1034
7836,DITMAS AV,03/02/2021,1732,1073
7837,DITMAS AV,03/03/2021,1803,1134
7838,DITMAS AV,03/04/2021,1795,1081
7839,DITMAS AV,03/05/2021,1686,940
7840,AVENUE I,03/27/2021,260,158
7841,AVENUE I,03/28/2021,234,121
7842,AVENUE I,03/29/2021,555,285
7843,AVENUE I,03/30/2021,745,378
7844,AVENUE I,03/31/2021,770,440
7845,AVENUE I,04/01/2021,755,421
7846,AVENUE I,04/02/2021,664,335
7847,AVENUE I,03/20/2021,0,12
7848,AVENUE I,03/21/2021,1,12
7849,AVENUE I,03/22/2021,922,504
7850,AVENUE I,03/23/2021,868,434
7851,AVENUE I,03/24/2021,877,422
7852,AVENUE I,03/25/2021,879,437
7853,AVENUE I,03/26/2021,735,398
7854,AVENUE I,03/13/2021,0,10
7855,AVENUE I,03/14/2021,3,16
7856,AVENUE I,03/15/2021,854,446
7857,AVENUE I,03/16/2021,938,491
7858,AVENUE I,03/17/2021,941,522
7859,AVENUE I,03/18/2021,876,403
7860,AVENUE I,03/19/2021,896,425
7861,AVENUE I,03/06/2021,0,12
7862,AVENUE I,03/07/2021,4,16
7863,AVENUE I,03/08/2021,866,444
7864,AVENUE I,03/09/2021,938,463
7865,AVENUE I,03/10/2021,884,470
7866,AVENUE I,03/11/2021,882,410
7867,AVENUE I,03/12/2021,890,384
7868,AVENUE I,02/27/2021,214,112
7869,AVENUE I,02/28/2021,256,145
7870,AVENUE I,03/01/2021,844,414
7871,AVENUE I,03/02/2021,783,447
7872,AVENUE I,03/03/2021,869,478
7873,AVENUE I,03/04/2021,809,454
7874,AVENUE I,03/05/2021,861,413
7875,AVENUE N,03/27/2021,413,179
7876,AVENUE N,03/28/2021,303,158
7877,AVENUE N,03/29/2021,954,354
7878,AVENUE N,03/30/2021,1197,474
7879,AVENUE N,03/31/2021,1046,442
7880,AVENUE N,04/01/2021,1035,443
7881,AVENUE N,04/02/2021,966,402
7882,AVENUE N,03/20/2021,0,17
7883,AVENUE N,03/21/2021,1,2
7884,AVENUE N,03/22/2021,1261,569
7885,AVENUE N,03/23/2021,1264,546
7886,AVENUE N,03/24/2021,1259,561
7887,AVENUE N,03/25/2021,1245,477
7888,AVENUE N,03/26/2021,1155,473
7889,AVENUE N,03/13/2021,2,12
7890,AVENUE N,03/14/2021,1,13
7891,AVENUE N,03/15/2021,1239,536
7892,AVENUE N,03/16/2021,1258,514
7893,AVENUE N,03/17/2021,1312,521
7894,AVENUE N,03/18/2021,1263,528
7895,AVENUE N,03/19/2021,1234,507
7896,AVENUE N,03/06/2021,1,13
7897,AVENUE N,03/07/2021,0,13
7898,AVENUE N,03/08/2021,1308,547
7899,AVENUE N,03/09/2021,1433,540
7900,AVENUE N,03/10/2021,1316,572
7901,AVENUE N,03/11/2021,1318,570
7902,AVENUE N,03/12/2021,1243,537
7903,AVENUE N,02/27/2021,292,107
7904,AVENUE N,02/28/2021,301,134
7905,AVENUE N,03/01/2021,1330,584
7906,AVENUE N,03/02/2021,1283,581
7907,AVENUE N,03/03/2021,1309,562
7908,AVENUE N,03/04/2021,1299,590
7909,AVENUE N,03/05/2021,1230,485
7910,AVENUE P,03/27/2021,349,205
7911,AVENUE P,03/28/2021,239,156
7912,AVENUE P,03/29/2021,826,402
7913,AVENUE P,03/30/2021,959,486
7914,AVENUE P,03/31/2021,932,437
7915,AVENUE P,04/01/2021,940,436
7916,AVENUE P,04/02/2021,843,448
7917,AVENUE P,03/20/2021,0,0
7918,AVENUE P,03/21/2021,0,0
7919,AVENUE P,03/22/2021,1061,528
7920,AVENUE P,03/23/2021,1091,553
7921,AVENUE P,03/24/2021,1048,545
7922,AVENUE P,03/25/2021,1071,535
7923,AVENUE P,03/26/2021,1018,517
7924,AVENUE P,03/13/2021,3,3
7925,AVENUE P,03/14/2021,0,0
7926,AVENUE P,03/15/2021,1062,583
7927,AVENUE P,03/16/2021,1117,555
7928,AVENUE P,03/17/2021,1112,565
7929,AVENUE P,03/18/2021,1034,503
7930,AVENUE P,03/19/2021,1028,514
7931,AVENUE P,03/06/2021,0,0
7932,AVENUE P,03/07/2021,0,0
7933,AVENUE P,03/08/2021,1107,632
7934,AVENUE P,03/09/2021,1163,647
7935,AVENUE P,03/10/2021,1175,640
7936,AVENUE P,03/11/2021,1173,651
7937,AVENUE P,03/12/2021,1105,599
7938,AVENUE P,02/27/2021,260,135
7939,AVENUE P,02/28/2021,287,190
7940,AVENUE P,03/01/2021,1125,592
7941,AVENUE P,03/02/2021,1118,625
7942,AVENUE P,03/03/2021,1160,650
7943,AVENUE P,03/04/2021,1136,617
7944,AVENUE P,03/05/2021,1052,536
7945,AVENUE X,03/27/2021,323,96
7946,AVENUE X,03/28/2021,213,69
7947,AVENUE X,03/29/2021,906,552
7948,AVENUE X,03/30/2021,1056,648
7949,AVENUE X,03/31/2021,1045,608
7950,AVENUE X,04/01/2021,1019,614
7951,AVENUE X,04/02/2021,908,517
7952,AVENUE X,03/20/2021,0,5
7953,AVENUE X,03/21/2021,4,19
7954,AVENUE X,03/22/2021,1010,666
7955,AVENUE X,03/23/2021,1104,681
7956,AVENUE X,03/24/2021,1045,645
7957,AVENUE X,03/25/2021,1110,667
7958,AVENUE X,03/26/2021,1114,579
7959,AVENUE X,03/13/2021,4,2
7960,AVENUE X,03/14/2021,4,0
7961,AVENUE X,03/15/2021,1035,659
7962,AVENUE X,03/16/2021,1117,676
7963,AVENUE X,03/17/2021,1125,627
7964,AVENUE X,03/18/2021,1045,656
7965,AVENUE X,03/19/2021,1078,644
7966,AVENUE X,03/06/2021,1,9
7967,AVENUE X,03/07/2021,2,1
7968,AVENUE X,03/08/2021,1108,703
7969,AVENUE X,03/09/2021,1275,748
7970,AVENUE X,03/10/2021,1216,713
7971,AVENUE X,03/11/2021,1187,735
7972,AVENUE X,03/12/2021,1107,649
7973,AVENUE X,02/27/2021,323,204
7974,AVENUE X,02/28/2021,250,143
7975,AVENUE X,03/01/2021,1076,642
7976,AVENUE X,03/02/2021,1193,724
7977,AVENUE X,03/03/2021,1152,692
7978,AVENUE X,03/04/2021,1169,721
7979,AVENUE X,03/05/2021,1096,632
7980,NEPTUNE AV,03/27/2021,248,182
7981,NEPTUNE AV,03/28/2021,202,128
7982,NEPTUNE AV,03/29/2021,555,279
7983,NEPTUNE AV,03/30/2021,570,310
7984,NEPTUNE AV,03/31/2021,561,299
7985,NEPTUNE AV,04/01/2021,542,279
7986,NEPTUNE AV,04/02/2021,509,279
7987,NEPTUNE AV,03/20/2021,2,3
7988,NEPTUNE AV,03/21/2021,1,7
7989,NEPTUNE AV,03/22/2021,630,293
7990,NEPTUNE AV,03/23/2021,678,317
7991,NEPTUNE AV,03/24/2021,600,297
7992,NEPTUNE AV,03/25/2021,631,298
7993,NEPTUNE AV,03/26/2021,557,319
7994,NEPTUNE AV,03/13/2021,2,8
7995,NEPTUNE AV,03/14/2021,5,2
7996,NEPTUNE AV,03/15/2021,562,252
7997,NEPTUNE AV,03/16/2021,650,331
7998,NEPTUNE AV,03/17/2021,631,301
7999,NEPTUNE AV,03/18/2021,596,292
8000,NEPTUNE AV,03/19/2021,564,292
8001,NEPTUNE AV,03/06/2021,2,1
8002,NEPTUNE AV,03/07/2021,3,5
8003,NEPTUNE AV,03/08/2021,559,257
8004,NEPTUNE AV,03/09/2021,637,287
8005,NEPTUNE AV,03/10/2021,605,272
8006,NEPTUNE AV,03/11/2021,636,320
8007,NEPTUNE AV,03/12/2021,560,290
8008,NEPTUNE AV,02/27/2021,158,106
8009,NEPTUNE AV,02/28/2021,125,71
8010,NEPTUNE AV,03/01/2021,580,256
8011,NEPTUNE AV,03/02/2021,603,272
8012,NEPTUNE AV,03/03/2021,645,275
8013,NEPTUNE AV,03/04/2021,673,283
8014,NEPTUNE AV,03/05/2021,583,268
8015,57 ST,03/27/2021,2368,5026
8016,57 ST,03/28/2021,1191,2463
8017,57 ST,03/29/2021,2463,3184
8018,57 ST,03/30/2021,2943,3804
8019,57 ST,03/31/2021,2736,3640
8020,57 ST,04/01/2021,2708,3525
8021,57 ST,04/02/2021,2521,3241
8022,57 ST,03/20/2021,1430,2389
8023,57 ST,03/21/2021,996,1707
8024,57 ST,03/22/2021,2561,3169
8025,57 ST,03/23/2021,2688,3552
8026,57 ST,03/24/2021,2605,3414
8027,57 ST,03/25/2021,2614,3450
8028,57 ST,03/26/2021,2432,3471
8029,57 ST,03/13/2021,1386,2037
8030,57 ST,03/14/2021,988,1441
8031,57 ST,03/15/2021,2516,3247
8032,57 ST,03/16/2021,2622,3345
8033,57 ST,03/17/2021,2646,3390
8034,57 ST,03/18/2021,2540,3208
8035,57 ST,03/19/2021,2558,3403
8036,57 ST,03/06/2021,1200,1838
8037,57 ST,03/07/2021,913,1310
8038,57 ST,03/08/2021,2281,3139
8039,57 ST,03/09/2021,2663,3508
8040,57 ST,03/10/2021,2664,3507
8041,57 ST,03/11/2021,2649,3696
8042,57 ST,03/12/2021,2516,3540
8043,57 ST,02/27/2021,1160,1728
8044,57 ST,02/28/2021,785,1151
8045,57 ST,03/01/2021,2398,3110
8046,57 ST,03/02/2021,2493,3186
8047,57 ST,03/03/2021,2643,3572
8048,57 ST,03/04/2021,2636,3370
8049,57 ST,03/05/2021,2388,3205
8050,LEXINGTON AV/63,03/27/2021,2927,4267
8051,LEXINGTON AV/63,03/28/2021,1714,2638
8052,LEXINGTON AV/63,03/29/2021,4465,5563
8053,LEXINGTON AV/63,03/30/2021,5320,6077
8054,LEXINGTON AV/63,03/31/2021,5002,6288
8055,LEXINGTON AV/63,04/01/2021,4919,5813
8056,LEXINGTON AV/63,04/02/2021,4660,6328
8057,LEXINGTON AV/63,03/20/2021,3049,5084
8058,LEXINGTON AV/63,03/21/2021,2299,4062
8059,LEXINGTON AV/63,03/22/2021,4727,5764
8060,LEXINGTON AV/63,03/23/2021,4938,5969
8061,LEXINGTON AV/63,03/24/2021,4836,6084
8062,LEXINGTON AV/63,03/25/2021,5054,5935
8063,LEXINGTON AV/63,03/26/2021,4721,5606
8064,LEXINGTON AV/63,03/13/2021,2960,4839
8065,LEXINGTON AV/63,03/14/2021,1847,3140
8066,LEXINGTON AV/63,03/15/2021,4882,5694
8067,LEXINGTON AV/63,03/16/2021,5211,5919
8068,LEXINGTON AV/63,03/17/2021,5161,6016
8069,LEXINGTON AV/63,03/18/2021,4763,5634
8070,LEXINGTON AV/63,03/19/2021,4847,5981
8071,LEXINGTON AV/63,03/06/2021,2851,4505
8072,LEXINGTON AV/63,03/07/2021,2155,3300
8073,LEXINGTON AV/63,03/08/2021,5020,5764
8074,LEXINGTON AV/63,03/09/2021,5434,6131
8075,LEXINGTON AV/63,03/10/2021,5188,6323
8076,LEXINGTON AV/63,03/11/2021,5398,6374
8077,LEXINGTON AV/63,03/12/2021,5497,6211
8078,LEXINGTON AV/63,02/27/2021,2747,4395
8079,LEXINGTON AV/63,02/28/2021,2005,3381
8080,LEXINGTON AV/63,03/01/2021,5647,7296
8081,LEXINGTON AV/63,03/02/2021,5483,5546
8082,LEXINGTON AV/63,03/03/2021,5685,6413
8083,LEXINGTON AV/63,03/04/2021,5591,5967
8084,LEXINGTON AV/63,03/05/2021,5312,5801
8085,ROOSEVELT ISLND,03/27/2021,1996,2088
8086,ROOSEVELT ISLND,03/28/2021,1014,1154
8087,ROOSEVELT ISLND,03/29/2021,2211,2335
8088,ROOSEVELT ISLND,03/30/2021,2169,2892
8089,ROOSEVELT ISLND,03/31/2021,2149,2445
8090,ROOSEVELT ISLND,04/01/2021,2138,2255
8091,ROOSEVELT ISLND,04/02/2021,2220,2252
8092,ROOSEVELT ISLND,03/20/2021,1759,1964
8093,ROOSEVELT ISLND,03/21/2021,1442,1693
8094,ROOSEVELT ISLND,03/22/2021,2098,2234
8095,ROOSEVELT ISLND,03/23/2021,2248,2446
8096,ROOSEVELT ISLND,03/24/2021,2121,2328
8097,ROOSEVELT ISLND,03/25/2021,2276,2423
8098,ROOSEVELT ISLND,03/26/2021,2276,2396
8099,ROOSEVELT ISLND,03/13/2021,1873,2071
8100,ROOSEVELT ISLND,03/14/2021,1333,1561
8101,ROOSEVELT ISLND,03/15/2021,2083,2142
8102,ROOSEVELT ISLND,03/16/2021,2157,2281
8103,ROOSEVELT ISLND,03/17/2021,2185,2251
8104,ROOSEVELT ISLND,03/18/2021,2090,2165
8105,ROOSEVELT ISLND,03/19/2021,2299,2302
8106,ROOSEVELT ISLND,03/06/2021,1528,1797
8107,ROOSEVELT ISLND,03/07/2021,1260,1591
8108,ROOSEVELT ISLND,03/08/2021,2082,2339
8109,ROOSEVELT ISLND,03/09/2021,2342,2749
8110,ROOSEVELT ISLND,03/10/2021,2254,2597
8111,ROOSEVELT ISLND,03/11/2021,2415,2693
8112,ROOSEVELT ISLND,03/12/2021,2528,2814
8113,ROOSEVELT ISLND,02/27/2021,1409,1722
8114,ROOSEVELT ISLND,02/28/2021,1068,1280
8115,ROOSEVELT ISLND,03/01/2021,2097,2323
8116,ROOSEVELT ISLND,03/02/2021,2055,2420
8117,ROOSEVELT ISLND,03/03/2021,2295,2598
8118,ROOSEVELT ISLND,03/04/2021,2213,2495
8119,ROOSEVELT ISLND,03/05/2021,2335,2489
8120,21 ST-QNSBRIDGE,03/27/2021,2131,2239
8121,21 ST-QNSBRIDGE,03/28/2021,1316,1482
8122,21 ST-QNSBRIDGE,03/29/2021,2954,3142
8123,21 ST-QNSBRIDGE,03/30/2021,2226,2408
8124,21 ST-QNSBRIDGE,03/31/2021,2203,2454
8125,21 ST-QNSBRIDGE,04/01/2021,3176,3096
8126,21 ST-QNSBRIDGE,04/02/2021,3079,3109
8127,21 ST-QNSBRIDGE,03/20/2021,2182,2686
8128,21 ST-QNSBRIDGE,03/21/2021,1529,2010
8129,21 ST-QNSBRIDGE,03/22/2021,2046,2476
8130,21 ST-QNSBRIDGE,03/23/2021,2175,2504
8131,21 ST-QNSBRIDGE,03/24/2021,3101,3259
8132,21 ST-QNSBRIDGE,03/25/2021,2236,2616
8133,21 ST-QNSBRIDGE,03/26/2021,2119,2530
8134,21 ST-QNSBRIDGE,03/13/2021,2286,2466
8135,21 ST-QNSBRIDGE,03/14/2021,1462,1600
8136,21 ST-QNSBRIDGE,03/15/2021,3030,3131
8137,21 ST-QNSBRIDGE,03/16/2021,3221,3312
8138,21 ST-QNSBRIDGE,03/17/2021,2207,2452
8139,21 ST-QNSBRIDGE,03/18/2021,3064,2972
8140,21 ST-QNSBRIDGE,03/19/2021,3156,3048
8141,21 ST-QNSBRIDGE,03/06/2021,2004,2313
8142,21 ST-QNSBRIDGE,03/07/2021,1582,1807
8143,21 ST-QNSBRIDGE,03/08/2021,3423,3482
8144,21 ST-QNSBRIDGE,03/09/2021,2533,2735
8145,21 ST-QNSBRIDGE,03/10/2021,3528,3487
8146,21 ST-QNSBRIDGE,03/11/2021,2146,2710
8147,21 ST-QNSBRIDGE,03/12/2021,2242,2671
8148,21 ST-QNSBRIDGE,02/27/2021,2122,2434
8149,21 ST-QNSBRIDGE,02/28/2021,1414,1894
8150,21 ST-QNSBRIDGE,03/01/2021,3387,3477
8151,21 ST-QNSBRIDGE,03/02/2021,3536,3731
8152,21 ST-QNSBRIDGE,03/03/2021,3504,3717
8153,21 ST-QNSBRIDGE,03/04/2021,2246,2744
8154,21 ST-QNSBRIDGE,03/05/2021,3517,3230
8155,JAMAICA VAN WK,03/27/2021,1031,1106
8156,JAMAICA VAN WK,03/28/2021,597,728
8157,JAMAICA VAN WK,03/29/2021,1808,1880
8158,JAMAICA VAN WK,03/30/2021,1831,1795
8159,JAMAICA VAN WK,03/31/2021,1823,1913
8160,JAMAICA VAN WK,04/01/2021,1781,1811
8161,JAMAICA VAN WK,04/02/2021,1632,1571
8162,JAMAICA VAN WK,03/20/2021,968,1127
8163,JAMAICA VAN WK,03/21/2021,681,771
8164,JAMAICA VAN WK,03/22/2021,1824,1868
8165,JAMAICA VAN WK,03/23/2021,1909,1923
8166,JAMAICA VAN WK,03/24/2021,1894,1900
8167,JAMAICA VAN WK,03/25/2021,1894,1938
8168,JAMAICA VAN WK,03/26/2021,1922,1811
8169,JAMAICA VAN WK,03/13/2021,946,1066
8170,JAMAICA VAN WK,03/14/2021,714,860
8171,JAMAICA VAN WK,03/15/2021,1829,1830
8172,JAMAICA VAN WK,03/16/2021,1844,1845
8173,JAMAICA VAN WK,03/17/2021,1937,1921
8174,JAMAICA VAN WK,03/18/2021,1879,1824
8175,JAMAICA VAN WK,03/19/2021,1831,1811
8176,JAMAICA VAN WK,03/06/2021,928,1075
8177,JAMAICA VAN WK,03/07/2021,633,818
8178,JAMAICA VAN WK,03/08/2021,1809,1646
8179,JAMAICA VAN WK,03/09/2021,1825,1670
